comment,channel,video_url,comment_en,sentiment
"Good, morning, I, India, bat, sir",Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M,"Good, morning, I, India, bat, sir",neutral
Tehi ta ❤,IDSMediaNetwork,https://www.youtube.com/watch?v=U2jbDkyGWx4,This one says ❤,positive
Well explained 👏🏻,TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g,Well explained 👏🏻,neutral
"Greater Bangladesh Zindabad, greater Nepal Zindabad",TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,"Greater Bangladesh Zindabad, greater Nepal Zindabad",positive
बालेन लेण्डुप दोर्जे हो म फटाह,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,Balen Lendup Dorje Ho Ma Fatah,negative
गूड🎉🎉🎉🎉🎉🎉🎉❤❤❤❤❤,NewsInNepal,https://www.youtube.com/watch?v=PS7elNlcdHg,Good🎉🎉🎉🎉🎉🎉🎉❤❤❤❤❤❤,negative
Ma baniyatar bata regular ❤,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M,Ma baniyatar bata regular ❤,neutral
"सरकारलाई कति विरोध गरेका विपक्षीहरुले, सकारात्मक परिणाम पर्खने धैर्यता मिलोस्। मसला मात्र नखोज्नु। जनताले नियालेर हेर्दै छन्, कृपया विचार गर्नु सबै माननिय ज्युहरु। जय नेपाल।🇳🇵",Kछ Nepal,https://www.youtube.com/watch?v=Kp2sVewoQWA,"The opposition who opposed the government should have the patience to wait for positive results. Don't just look for spice. People are watching, please consider all honorable members. Jai Nepal.🇳🇵",positive
India Lai khusi parna ho.,GSMediaNetwork,https://www.youtube.com/watch?v=YcBSKgWFGXA,India is full of happiness.,negative
You are right ✅️,KhojSamachar,https://www.youtube.com/watch?v=COGGc-UvlaI,You are right ✅️,positive
garcha 21% le❤,SagarmathaTV,https://www.youtube.com/watch?v=5S-KM7o_DRk,garcha 21% le❤,positive
Mrs Aasikha tamang lai tag garum haii,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,Mrs Aasikha is really helpful,neutral
Ghante haru ko Kura ke garnu  guhu haru,KhojSamachar,https://www.youtube.com/watch?v=COGGc-UvlaI,Ghante Haru Ko Kura Garnu Guhu Haru,negative
Malai ta Faaaa.. moment nai lagyo 😅,WhySoOffended,https://www.youtube.com/watch?v=QeLbM6LdLBA,Malai ta Faaaa.. moment nai lagyo 😅,positive
Gaja tanera bolnu bhaa hola pm 😂😂😂,TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g,Gaja tanera bolnu bhaa hola pm 😂😂😂,negative
Kalapani haina Greater nepal chahiyo❤🎉,KhojSamachar,https://www.youtube.com/watch?v=45rp5GC0tcQ,Kalapani haina Greater nepal chahiyo❤❤,positive
Bless everyone god 💙💕❤️,WhySoOffended,https://www.youtube.com/watch?v=QeLbM6LdLBA,Bless everyone god 💙💕❤️,neutral
Hello ujade chaman mu ji Balen hoina sammananiya pradhan mantri Balen van jatha.,WhySoOffended,https://www.youtube.com/watch?v=QeLbM6LdLBA,Hello ujade chaman mu ji Balen hoina sammaniya pradhan minister Balen van jatha.,positive
J hos @padma aryal lai chai pelekai ho hai daju hajur le😂,Kछ Nepal,https://www.youtube.com/watch?v=Kp2sVewoQWA,J hos @padma aryal lai chai pelekai ho hai daju hajur le😂,neutral
Good pm,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M,Good pm,positive
सुभा बिहानी हजूर जय नेपाल 🇳🇵🇳🇵🇳🇵 गुड न्यूज 🙏🙏🇳🇵🇳🇵 मा इंडिया को उतारा खण्ड जोशीमठ मारवाड़ी कैंप बटा हेर दाईं 🇳🇵🇳🇵 रेगुराल 🇳🇵🇳🇵❤❤🙏🙏🙏,InsideNepalNews,https://www.youtube.com/watch?v=JJpkqAM-uf0,Subha Bihani Hazur Jai Nepal 🇳🇵🇳🇵🇳🇵 Good News 🙏🙏🇳🇵🇳🇵 Ma India Ko Utara Khand Joshimath Marwari Camp Bata Her Right 🇳🇵🇳🇵 Regular 🇳🇵🇳🇵❤❤🙏🙏🙏,neutral
"आजको छुट्टी (कुवेत ) राजेन्द्र बानियाँ ज्युको विभिन्न प्रबुद्ध ब्यक्तिहरु सङ्गको समम्सामयिक बिसयमा भएको अन्तर्वार्ता हेरेर बिताइयो।मज्जा आयो , भुपु मन्त्रीद्वय , रा प्र पा अध्यक्ष राजेन्द्र लिङ्देन ज्यु र सिमाबिद बुद्धिनारायण श्रेष्ठ ज्यु हरु को हाम्रो रास्ट्रय चासो र चिन्तन (प्रधानमन्त्री बालेन शाह ज्युको भारतसङ्ग नेपालको  पछिल्लो सिमा सम्बन्धी अभिव्यक्ति लाई लिएर)सम्बन्धी आजको बिशेष अन्तर्वार्ताको लागि सम्पुर्णमा हार्दिक धन्यवाद 👌👌👌👌👏👏👏🙏🙏🙏🙏🙏",Kछ Nepal,https://www.youtube.com/watch?v=Kp2sVewoQWA,"Today's holiday (Kuwait) was spent watching Rajendra Baniyan's interview with various enlightened persons on contemporary television. It was fun, Bhupu Minister, Rajendra Lingden Jr. and Simabid Buddhinarayan Shrestha Jr. Thank you very much for today's special interview regarding our national interest and thinking (regarding Prime Minister Balen Shah's latest statement on Nepal's border with India). 👌👌👌👌👏👏👏🙏🙏🙏🙏🙏",neutral
पुरै अन्तरबार्ता हेरे खुसी भनु की अच्चम्म लागेको कुरा टेबलमा काग्रेस एमाले र रा.प्र.पा बस्दा पनी एक अर्का लाई बीना आरोप प्रत्यारोप बीना झगडा अझै अच्चम्म के एक अर्का को बचाउ गर्दै सकीयो त 😂,Kछ Nepal,https://www.youtube.com/watch?v=Kp2sVewoQWA,"After watching the whole interview, I am happy to say that the surprising thing is that even when the Congress, UML and R.P.P. were sitting at the table, they did not accuse each other without arguing.",neutral
Pahila aafno gidi ferer aau tyaspachhi arulai sikau  😆😆,KhojSamachar,https://www.youtube.com/watch?v=COGGc-UvlaI,Pahila aafno gidi ferer aau tyaspachhi arulai sikau 😆😆,positive
Good so Nice ❤❤🎉🎉🎉,KhojSamachar,https://www.youtube.com/watch?v=COGGc-UvlaI,Good so Nice ❤❤🎉🎉🎉,neutral
बालिनले सही ठाउँमा गोली हान्या छ। मोदीको सत्तालाई उता कक्रोजले लखट्छ यता नेपालले लहटेसी सिद्धियो । मोदीको सत्ता😂😂😂😂,BBCNewsNepali,https://www.youtube.com/watch?v=c9X8FaPruKI,Balin has hit the right spot. Modi's power is shaken from one side to the other by Nepal. Modi's power,positive
"पृथ्वीनारायण शाह स्मृति प्रतिष्ठान ।
( पृथ्वी पथ महेन्द्र बिचार ज्ञानेन्द्र सोच )
नेपाल नेपाली का लागी राजसंस्था ।
स्वाभिमान स्वाधीन स्वाबलंबन नेपाल ।
गोंगबु काठमाडौ ।",Kछ Nepal,https://www.youtube.com/watch?v=Kp2sVewoQWA,"Prithvinarayan Shah Memorial Foundation.
(Earth path, Mahendra thought, Gyanendra thought)
Nepal is the royal institution of Nepali.
Self-respect, independent, self-reliant Nepal.
Gongbu Kathmandu.",neutral
Thank you tanka sir yak sacha nidar pattrakar💕❤️💕🙏🙏🙏🙏🙏,TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g,Thank you tanka sir yak sacha nidar pattrakar,neutral
काङ्ग्रेस एमालेले बेचेको कालापानी लिम्पियाधुरा बालेनले फिर्ता ल्याउला भन्ने ठूलो चिन्ता छ ।। काङ्ग्रेस एमाले माओबादी ले खाएको पैसा ले भनेर पोल खुल्ला भन्ने पनि ठूलो चिन्ता छ,Kछ Nepal,https://www.youtube.com/watch?v=Kp2sVewoQWA,"There is great concern that Kalapani Limpiyadhura Balen, which was sold by Congress UML, will bring it back. There is also a big concern that the Congress-UML will open the polls to take the money eaten by the Maoists",positive
Bharat Nepali jasto pagal xaina sir,GSMediaNetwork,https://www.youtube.com/watch?v=YcBSKgWFGXA,Bharat Nepali jasto pagal xaina sir,neutral
सबसे संतुलित दृष्टिकोण,BBCNewsNepali,https://www.youtube.com/watch?v=c9X8FaPruKI,most balanced approach,neutral
24 min long video ma 25 choti add sauna yar..,WhySoOffended,https://www.youtube.com/watch?v=QeLbM6LdLBA,24 min long video ma 25 choti add sauna yar..,neutral
Balon pagol voyo ho😂😂😂,KhojSamachar,https://www.youtube.com/watch?v=45rp5GC0tcQ,Balon mad voyo ho,negative
एक चोटी राम्रो सित सुन अनि बुझ जे सुकै होस् बालेन सर माफी माग्दैनन् झुक्दै नझुक्ने नेपालको छोरो हुन् प्रधानमन्त्री ज्यू संसद्का विपक्षी सांसद हरु जनताको लागि आएका हुन र खाली विरोध गर्न आका हुन् अर्को चुनावमा यिनीहरूको नि चुरीफुरी सकिन्छ,News24Nepal,https://www.youtube.com/watch?v=ZuMOJjCsthA,"Listen carefully and understand, no matter what happens, Balen sir, he does not apologize, he is a son of Nepal, he does not bow down. The Prime Minister is a son of Nepal.",positive
Hiiiiiiiiiiiiii 👋,BBCNewsNepali,https://www.youtube.com/watch?v=c9X8FaPruKI,Hiiiiiiiiiiiii 👋,neutral
bolnu xa bhani srimadbhagwat gita ko gyan dinu parxa.,NewsInNepal,https://www.youtube.com/watch?v=PS7elNlcdHg,"When I speak, I spend my days learning Srimad Bhagwat Gita.",neutral
सही कुरा,KhojSamachar,https://www.youtube.com/watch?v=COGGc-UvlaI,right thing,positive
"Internationally and diplomatically speaking, India is now dragged for a table talk with Nepal in the presence and witness of Great Britain (which colonized India until 1947) for leaving  illegally occupied sovereign territory of Nepal, Kalapani, Lipulekh,  Limpiyadhura by India sinse 1962 China-India war. Good luck, Balen Shah.👍",InsideNepalNews,https://www.youtube.com/watch?v=JJpkqAM-uf0,"Internationally and diplomatically speaking, India is now dragged for a table talk with Nepal in the presence and witness of Great Britain (which colonized India until 1947) for leaving  illegally occupied sovereign territory of Nepal, Kalapani, Lipulekh,  Limpiyadhura by India sinse 1962 China-India war. Good luck, Balen Shah.👍",positive
hello hajur namaste ma Butwal batta hai ❤,BBCNewsNepali,https://www.youtube.com/watch?v=c9X8FaPruKI,hello sir namaste ma butwal batta hai ❤,neutral
